origem,destino,tipo_conexao,justificativa,peso
SBGL,SBBV,interregional,voo de Sudeste para Norte com 1 operação em jan/2026,1.4427
SBGL,SBCF,intrarregional,voo dentro da região Sudeste com 217 operações em jan/2026,0.1857
SBGL,SBCT,interregional,voo de Sudeste para Sul com 266 operações em jan/2026,0.179
SBGL,SBCY,interregional,voo de Sudeste para Centro-Oeste com 31 operações em jan/2026,0.2885
SBGL,SBEG,interregional,voo de Sudeste para Norte com 40 operações em jan/2026,0.2693
SBGL,SBFI,interregional,voo de Sudeste para Sul com 154 operações em jan/2026,0.1983
SBGL,SBFL,interregional,voo de Sudeste para Sul com 178 operações em jan/2026,0.1928
SBGL,SBFZ,interregional,voo de Sudeste para Nordeste com 235 operações em jan/2026,0.183
SBGL,SBGO,interregional,voo de Sudeste para Centro-Oeste com 52 operações em jan/2026,0.2519
SBGL,SBGR,intrarregional,voo dentro da região Sudeste com 416 operações em jan/2026,0.1658
SBGL,SBIL,interregional,voo de Sudeste para Nordeste com 5 operações em jan/2026,0.5581
SBGL,SBJP,interregional,voo de Sudeste para Nordeste com 70 operações em jan/2026,0.2346
SBGL,SBKP,intrarregional,voo dentro da região Sudeste com 186 operações em jan/2026,0.1912
SBGL,SBMO,interregional,voo de Sudeste para Nordeste com 103 operações em jan/2026,0.2153
SBGL,SBNF,interregional,voo de Sudeste para Sul com 107 operações em jan/2026,0.2136
SBGL,SBPA,interregional,voo de Sudeste para Sul com 364 operações em jan/2026,0.1695
SBGL,SBPS,interregional,voo de Sudeste para Nordeste com 95 operações em jan/2026,0.2191
SBGL,SBRF,interregional,voo de Sudeste para Nordeste com 294 operações em jan/2026,0.1758
SBGL,SBRJ,intrarregional,voo dentro da região Sudeste com 6 operações em jan/2026,0.5139
SBGL,SBSG,interregional,voo de Sudeste para Nordeste com 82 operações em jan/2026,0.2263
SBGL,SBSJ,intrarregional,voo dentro da região Sudeste com 13 operações em jan/2026,0.3789
SBGL,SBSL,interregional,voo de Sudeste para Nordeste com 40 operações em jan/2026,0.2693
SBGL,SBSP,intrarregional,voo dentro da região Sudeste com 143 operações em jan/2026,0.2012
SBGL,SBSR,intrarregional,voo dentro da região Sudeste com 1 operação em jan/2026,1.4427
SBGL,SBSV,interregional,voo de Sudeste para Nordeste com 318 operações em jan/2026,0.1735
SBGL,SBVT,intrarregional,voo dentro da região Sudeste com 210 operações em jan/2026,0.1869
SBGL,SDCO,intrarregional,voo dentro da região Sudeste com 1 operação em jan/2026,1.4427
SBGO,SBBR,intrarregional,voo dentro da região Centro-Oeste com 127 operações em jan/2026,0.2061
SBGO,SBCF,interregional,voo de Centro-Oeste para Sudeste com 102 operações em jan/2026,0.2158
SBGO,SBGL,interregional,voo de Centro-Oeste para Sudeste com 52 operações em jan/2026,0.2519
SBGO,SBGR,interregional,voo de Centro-Oeste para Sudeste com 239 operações em jan/2026,0.1825
SBGO,SBJP,interregional,voo de Centro-Oeste para Nordeste com 4 operações em jan/2026,0.6213
SBGO,SBKP,interregional,voo de Centro-Oeste para Sudeste com 125 operações em jan/2026,0.2068
SBGO,SBMO,interregional,voo de Centro-Oeste para Nordeste com 17 operações em jan/2026,0.346
SBGO,SBPJ,interregional,voo de Centro-Oeste para Norte com 30 operações em jan/2026,0.2912
SBGO,SBPS,interregional,voo de Centro-Oeste para Nordeste com 14 operações em jan/2026,0.3693
SBGO,SBRF,interregional,voo de Centro-Oeste para Nordeste com 66 operações em jan/2026,0.2378
SBGO,SBSP,interregional,voo de Centro-Oeste para Sudeste com 273 operações em jan/2026,0.1782
SBGO,SBSV,interregional,voo de Centro-Oeste para Nordeste com 40 operações em jan/2026,0.2693
SBGP,SBSJ,intrarregional,voo dentro da região Sudeste com 3 operações em jan/2026,0.7213
SBGR,SBAR,interregional,voo de Sudeste para Nordeste com 161 operações em jan/2026,0.1966
SBGR,SBBE,interregional,voo de Sudeste para Norte com 232 operações em jan/2026,0.1835
SBGR,SBBR,interregional,voo de Sudeste para Centro-Oeste com 392 operações em jan/2026,0.1674
SBGR,SBBV,interregional,voo de Sudeste para Norte com 10 operações em jan/2026,0.417
SBGR,SBCA,interregional,voo de Sudeste para Sul com 66 operações em jan/2026,0.2378
SBGR,SBCF,intrarregional,voo dentro da região Sudeste com 418 operações em jan/2026,0.1656
SBGR,SBCG,interregional,voo de Sudeste para Centro-Oeste com 197 operações em jan/2026,0.1891
SBGR,SBCH,interregional,voo de Sudeste para Sul com 121 operações em jan/2026,0.2082
SBGR,SBCT,interregional,voo de Sudeste para Sul com 443 operações em jan/2026,0.164
SBGR,SBCX,interregional,voo de Sudeste para Sul com 31 operações em jan/2026,0.2885
SBGR,SBCY,interregional,voo de Sudeste para Centro-Oeste com 289 operações em jan/2026,0.1764
SBGR,SBDB,interregional,voo de Sudeste para Centro-Oeste com 9 operações em jan/2026,0.4343
SBGR,SBDO,interregional,voo de Sudeste para Centro-Oeste com 14 operações em jan/2026,0.3693
SBGR,SBEG,interregional,voo de Sudeste para Norte com 200 operações em jan/2026,0.1886
SBGR,SBFI,interregional,voo de Sudeste para Sul com 213 operações em jan/2026,0.1864
SBGR,SBFL,interregional,voo de Sudeste para Sul com 305 operações em jan/2026,0.1747
SBGR,SBFN,interregional,voo de Sudeste para Nordeste com 39 operações em jan/2026,0.2711
SBGR,SBFZ,interregional,voo de Sudeste para Nordeste com 379 operações em jan/2026,0.1683
SBGR,SBGL,intrarregional,voo dentro da região Sudeste com 405 operações em jan/2026,0.1665
SBGR,SBGO,interregional,voo de Sudeste para Centro-Oeste com 238 operações em jan/2026,0.1826
SBGR,SBIL,interregional,voo de Sudeste para Nordeste com 126 operações em jan/2026,0.2064
SBGR,SBIZ,interregional,voo de Sudeste para Nordeste com 31 operações em jan/2026,0.2885
SBGR,SBJA,interregional,voo de Sudeste para Sul com 43 operações em jan/2026,0.2643
SBGR,SBJE,interregional,voo de Sudeste para Nordeste com 93 operações em jan/2026,0.2201
SBGR,SBJP,interregional,voo de Sudeste para Nordeste com 179 operações em jan/2026,0.1926
SBGR,SBJU,interregional,voo de Sudeste para Nordeste com 120 operações em jan/2026,0.2085
SBGR,SBJV,interregional,voo de Sudeste para Sul com 52 operações em jan/2026,0.2519
SBGR,SBKP,intrarregional,voo dentro da região Sudeste com 1 operação em jan/2026,1.4427
SBGR,SBLO,interregional,voo de Sudeste para Sul com 80 operações em jan/2026,0.2276
SBGR,SBMG,interregional,voo de Sudeste para Sul com 114 operações em jan/2026,0.2108
SBGR,SBMK,intrarregional,voo dentro da região Sudeste com 31 operações em jan/2026,0.2885
SBGR,SBMO,interregional,voo de Sudeste para Nordeste com 308 operações em jan/2026,0.1744
SBGR,SBMQ,interregional,voo de Sudeste para Norte com 17 operações em jan/2026,0.346
SBGR,SBNF,interregional,voo de Sudeste para Sul com 188 operações em jan/2026,0.1908
SBGR,SBPA,interregional,voo de Sudeste para Sul com 504 operações em jan/2026,0.1607
SBGR,SBPF,interregional,voo de Sudeste para Sul com 45 operações em jan/2026,0.2612
SBGR,SBPJ,interregional,voo de Sudeste para Norte com 93 operações em jan/2026,0.2201
SBGR,SBPK,interregional,voo de Sudeste para Sul com 14 operações em jan/2026,0.3693
SBGR,SBPL,interregional,voo de Sudeste para Nordeste com 114 operações em jan/2026,0.2108
SBGR,SBPS,interregional,voo de Sudeste para Nordeste com 185 operações em jan/2026,0.1914
SBGR,SBPV,interregional,voo de Sudeste para Norte com 31 operações em jan/2026,0.2885
SBGR,SBRB,interregional,voo de Sudeste para Norte com 14 operações em jan/2026,0.3693
SBGR,SBRF,interregional,voo de Sudeste para Nordeste com 518 operações em jan/2026,0.16
SBGR,SBRJ,intrarregional,voo dentro da região Sudeste com 115 operações em jan/2026,0.2104
SBGR,SBRP,intrarregional,voo dentro da região Sudeste com 31 operações em jan/2026,0.2885
SBGR,SBSG,interregional,voo de Sudeste para Nordeste com 235 operações em jan/2026,0.183
SBGR,SBSI,interregional,voo de Sudeste para Centro-Oeste com 62 operações em jan/2026,0.2414
SBGR,SBSL,interregional,voo de Sudeste para Nordeste com 139 operações em jan/2026,0.2024
SBGR,SBSP,intrarregional,voo dentro da região Sudeste com 16 operações em jan/2026,0.353
SBGR,SBSR,intrarregional,voo dentro da região Sudeste com 53 operações em jan/2026,0.2507
SBGR,SBSV,interregional,voo de Sudeste para Nordeste com 435 operações em jan/2026,0.1645
SBGR,SBTC,interregional,voo de Sudeste para Nordeste com 6 operações em jan/2026,0.5139
SBGR,SBTE,interregional,voo de Sudeste para Nordeste com 124 operações em jan/2026,0.2071
SBGR,SBUL,intrarregional,voo dentro da região Sudeste com 92 operações em jan/2026,0.2206
SBGR,SBUR,intrarregional,voo dentro da região Sudeste com 12 operações em jan/2026,0.3899
SBGR,SBVC,interregional,voo de Sudeste para Nordeste com 105 operações em jan/2026,0.2144
SBGR,SBVT,intrarregional,voo dentro da região Sudeste com 280 operações em jan/2026,0.1774
SBGR,SDSC,intrarregional,voo dentro da região Sudeste com 11 operações em jan/2026,0.4024
SBGV,SBCF,intrarregional,voo dentro da região Sudeste com 56 operações em jan/2026,0.2473
SBHT,SBBE,intrarregional,voo dentro da região Norte com 31 operações em jan/2026,0.2885
SBIH,SBEG,intrarregional,voo dentro da região Norte com 13 operações em jan/2026,0.3789
SBIL,SBCF,interregional,voo de Nordeste para Sudeste com 49 operações em jan/2026,0.2556
SBIL,SBGL,interregional,voo de Nordeste para Sudeste com 5 operações em jan/2026,0.5581
SBIL,SBGR,interregional,voo de Nordeste para Sudeste com 126 operações em jan/2026,0.2064
SBIL,SBKP,interregional,voo de Nordeste para Sudeste com 31 operações em jan/2026,0.2885
SBIL,SBRP,interregional,voo de Nordeste para Sudeste com 1 operação em jan/2026,1.4427
SBIL,SBSP,interregional,voo de Nordeste para Sudeste com 109 operações em jan/2026,0.2127
SBIL,SBSV,intrarregional,voo dentro da região Nordeste com 8 operações em jan/2026,0.4551
SBIP,SBCF,intrarregional,voo dentro da região Sudeste com 114 operações em jan/2026,0.2108
SBIZ,SBBR,interregional,voo de Nordeste para Centro-Oeste com 31 operações em jan/2026,0.2885
SBIZ,SBCF,interregional,voo de Nordeste para Sudeste com 17 operações em jan/2026,0.346
SBIZ,SBGR,interregional,voo de Nordeste para Sudeste com 32 operações em jan/2026,0.286
SBIZ,SBSL,intrarregional,voo dentro da região Nordeste com 30 operações em jan/2026,0.2912
SBJA,SBFL,intrarregional,voo dentro da região Sul com 1 operação em jan/2026,1.4427
SBJA,SBGR,interregional,voo de Sul para Sudeste com 44 operações em jan/2026,0.2627
SBJD,SBCF,intrarregional,voo dentro da região Sudeste com 1 operação em jan/2026,1.4427
SBJD,SBKP,intrarregional,voo dentro da região Sudeste com 3 operações em jan/2026,0.7213
SBJD,SBMG,interregional,voo de Sudeste para Sul com 1 operação em jan/2026,1.4427
SBJD,SBRP,intrarregional,voo dentro da região Sudeste com 1 operação em jan/2026,1.4427
SBJD,SBSJ,intrarregional,voo dentro da região Sudeste com 4 operações em jan/2026,0.6213
SBJD,SBUL,intrarregional,voo dentro da região Sudeste com 1 operação em jan/2026,1.4427
SBJE,SBCF,interregional,voo de Nordeste para Sudeste com 18 operações em jan/2026,0.3396
SBJE,SBGR,interregional,voo de Nordeste para Sudeste com 93 operações em jan/2026,0.2201
SBJI,SBKP,interregional,voo de Norte para Sudeste com 9 operações em jan/2026,0.4343
SBJP,SBBR,interregional,voo de Nordeste para Centro-Oeste com 123 operações em jan/2026,0.2075
SBJP,SBCA,interregional,voo de Nordeste para Sul com 5 operações em jan/2026,0.5581
SBJP,SBCF,interregional,voo de Nordeste para Sudeste com 54 operações em jan/2026,0.2495
SBJP,SBFN,intrarregional,voo dentro da região Nordeste com 1 operação em jan/2026,1.4427
SBJP,SBGL,interregional,voo de Nordeste para Sudeste com 73 operações em jan/2026,0.2323
SBJP,SBGO,interregional,voo de Nordeste para Centro-Oeste com 4 operações em jan/2026,0.6213
SBJP,SBGR,interregional,voo de Nordeste para Sudeste com 179 operações em jan/2026,0.1926
SBJP,SBKP,interregional,voo de Nordeste para Sudeste com 35 operações em jan/2026,0.2791
SBJP,SBPS,intrarregional,voo dentro da região Nordeste com 1 operação em jan/2026,1.4427
SBJP,SBRF,intrarregional,voo dentro da região Nordeste com 33 operações em jan/2026,0.2836
SBJP,SBRP,interregional,voo de Nordeste para Sudeste com 5 operações em jan/2026,0.5581
SBJP,SBSP,interregional,voo de Nordeste para Sudeste com 106 operações em jan/2026,0.214
SBJP,SBSR,interregional,voo de Nordeste para Sudeste com 5 operações em jan/2026,0.5581
SBJP,SBSV,intrarregional,voo dentro da região Nordeste com 32 operações em jan/2026,0.286
SBJP,SBUL,interregional,voo de Nordeste para Sudeste com 9 operações em jan/2026,0.4343
SBJR,SBBZ,intrarregional,voo dentro da região Sudeste com 1 operação em jan/2026,1.4427
SBJR,SBCF,intrarregional,voo dentro da região Sudeste com 26 operações em jan/2026,0.3034
SBJR,SBGL,intrarregional,voo dentro da região Sudeste com 1 operação em jan/2026,1.4427
SBJR,SBKP,intrarregional,voo dentro da região Sudeste com 32 operações em jan/2026,0.286
SBJU,SBFZ,intrarregional,voo dentro da região Nordeste com 31 operações em jan/2026,0.2885
SBJU,SBGL,interregional,voo de Nordeste para Sudeste com 1 operação em jan/2026,1.4427
SBJU,SBGR,interregional,voo de Nordeste para Sudeste com 119 operações em jan/2026,0.2089
SBJU,SBKP,interregional,voo de Nordeste para Sudeste com 30 operações em jan/2026,0.2912
SBJU,SBRF,intrarregional,voo dentro da região Nordeste com 53 operações em jan/2026,0.2507
SBJV,SBGL,interregional,voo de Sul para Sudeste com 1 operação em jan/2026,1.4427
SBJV,SBGR,interregional,voo de Sul para Sudeste com 52 operações em jan/2026,0.2519
SBJV,SBKP,interregional,voo de Sul para Sudeste com 48 operações em jan/2026,0.2569
SBJV,SBSP,interregional,voo de Sul para Sudeste com 62 operações em jan/2026,0.2414
SBKG,SBCF,interregional,voo de Nordeste para Sudeste com 13 operações em jan/2026,0.3789
SBKG,SBRF,intrarregional,voo dentro da região Nordeste com 45 operações em jan/2026,0.2612
SBKG,SBSV,intrarregional,voo dentro da região Nordeste com 18 operações em jan/2026,0.3396
SBKP,SBAE,intrarregional,voo dentro da região Sudeste com 32 operações em jan/2026,0.286
SBKP,SBAQ,intrarregional,voo dentro da região Sudeste com 13 operações em jan/2026,0.3789
SBKP,SBAR,interregional,voo de Sudeste para Nordeste com 31 operações em jan/2026,0.2885
SBKP,SBAT,interregional,voo de Sudeste para Centro-Oeste com 12 operações em jan/2026,0.3899
SBKP,SBAU,intrarregional,voo dentro da região Sudeste com 31 operações em jan/2026,0.2885
SBKP,SBBE,interregional,voo de Sudeste para Norte com 93 operações em jan/2026,0.2201
SBKP,SBBH,intrarregional,voo dentro da região Sudeste com 2 operações em jan/2026,0.9102
SBKP,SBBR,interregional,voo de Sudeste para Centro-Oeste com 268 operações em jan/2026,0.1787
SBKP,SBCA,interregional,voo de Sudeste para Sul com 57 operações em jan/2026,0.2463
SBKP,SBCF,intrarregional,voo dentro da região Sudeste com 211 operações em jan/2026,0.1867
SBKP,SBCG,interregional,voo de Sudeste para Centro-Oeste com 83 operações em jan/2026,0.2257
SBKP,SBCH,interregional,voo de Sudeste para Sul com 32 operações em jan/2026,0.286
SBKP,SBCT,interregional,voo de Sudeste para Sul com 195 operações em jan/2026,0.1895
SBKP,SBCX,interregional,voo de Sudeste para Sul com 30 operações em jan/2026,0.2912
SBKP,SBCY,interregional,voo de Sudeste para Centro-Oeste com 138 operações em jan/2026,0.2027
SBKP,SBDB,interregional,voo de Sudeste para Centro-Oeste com 13 operações em jan/2026,0.3789
SBKP,SBDN,intrarregional,voo dentro da região Sudeste com 64 operações em jan/2026,0.2396
SBKP,SBEG,interregional,voo de Sudeste para Norte com 108 operações em jan/2026,0.2132
SBKP,SBFI,interregional,voo de Sudeste para Sul com 84 operações em jan/2026,0.2251
SBKP,SBFL,interregional,voo de Sudeste para Sul com 132 operações em jan/2026,0.2045
SBKP,SBFZ,interregional,voo de Sudeste para Nordeste com 74 operações em jan/2026,0.2316
SBKP,SBGL,intrarregional,voo dentro da região Sudeste com 185 operações em jan/2026,0.1914
SBKP,SBGO,interregional,voo de Sudeste para Centro-Oeste com 126 operações em jan/2026,0.2064
SBKP,SBGR,intrarregional,voo dentro da região Sudeste com 13 operações em jan/2026,0.3789
SBKP,SBIL,interregional,voo de Sudeste para Nordeste com 31 operações em jan/2026,0.2885
SBKP,SBIP,intrarregional,voo dentro da região Sudeste com 1 operação em jan/2026,1.4427
SBKP,SBJD,intrarregional,voo dentro da região Sudeste com 3 operações em jan/2026,0.7213
SBKP,SBJI,interregional,voo de Sudeste para Norte com 9 operações em jan/2026,0.4343
SBKP,SBJP,interregional,voo de Sudeste para Nordeste com 33 operações em jan/2026,0.2836
SBKP,SBJR,intrarregional,voo dentro da região Sudeste com 32 operações em jan/2026,0.286
SBKP,SBJU,interregional,voo de Sudeste para Nordeste com 31 operações em jan/2026,0.2885
SBKP,SBJV,interregional,voo de Sudeste para Sul com 47 operações em jan/2026,0.2583
SBKP,SBLO,interregional,voo de Sudeste para Sul com 51 operações em jan/2026,0.2531
SBKP,SBMG,interregional,voo de Sudeste para Sul com 71 operações em jan/2026,0.2338
SBKP,SBML,intrarregional,voo dentro da região Sudeste com 26 operações em jan/2026,0.3034
SBKP,SBMO,interregional,voo de Sudeste para Nordeste com 73 operações em jan/2026,0.2323
SBKP,SBNF,interregional,voo de Sudeste para Sul com 133 operações em jan/2026,0.2042
SBKP,SBPA,interregional,voo de Sudeste para Sul com 179 operações em jan/2026,0.1926
SBKP,SBPF,interregional,voo de Sudeste para Sul com 30 operações em jan/2026,0.2912
SBKP,SBPJ,interregional,voo de Sudeste para Norte com 31 operações em jan/2026,0.2885
SBKP,SBPL,interregional,voo de Sudeste para Nordeste com 31 operações em jan/2026,0.2885
SBKP,SBPO,interregional,voo de Sudeste para Centro-Oeste com 17 operações em jan/2026,0.346
SBKP,SBPP,interregional,voo de Sudeste para Centro-Oeste com 13 operações em jan/2026,0.3789
SBKP,SBPS,interregional,voo de Sudeste para Nordeste com 73 operações em jan/2026,0.2323
SBKP,SBRD,interregional,voo de Sudeste para Centro-Oeste com 21 operações em jan/2026,0.3235
SBKP,SBRF,interregional,voo de Sudeste para Nordeste com 218 operações em jan/2026,0.1856
SBKP,SBRJ,intrarregional,voo dentro da região Sudeste com 245 operações em jan/2026,0.1816
SBKP,SBRP,intrarregional,voo dentro da região Sudeste com 147 operações em jan/2026,0.2001
SBKP,SBSG,interregional,voo de Sudeste para Nordeste com 40 operações em jan/2026,0.2693
SBKP,SBSI,interregional,voo de Sudeste para Centro-Oeste com 30 operações em jan/2026,0.2912
SBKP,SBSL,interregional,voo de Sudeste para Nordeste com 31 operações em jan/2026,0.2885
SBKP,SBSP,intrarregional,voo dentro da região Sudeste com 16 operações em jan/2026,0.353
SBKP,SBSR,intrarregional,voo dentro da região Sudeste com 117 operações em jan/2026,0.2096
SBKP,SBSV,interregional,voo de Sudeste para Nordeste com 186 operações em jan/2026,0.1912
SBKP,SBTE,interregional,voo de Sudeste para Nordeste com 31 operações em jan/2026,0.2885
SBKP,SBUL,intrarregional,voo dentro da região Sudeste com 103 operações em jan/2026,0.2153
SBKP,SBVH,interregional,voo de Sudeste para Norte com 9 operações em jan/2026,0.4343
SBKP,SBVT,intrarregional,voo dentro da região Sudeste com 98 operações em jan/2026,0.2176
SBKP,SBZM,intrarregional,voo dentro da região Sudeste com 30 operações em jan/2026,0.2912
SBKP,SIMK,intrarregional,voo dentro da região Sudeste com 14 operações em jan/2026,0.3693
SBKP,SNBA,interregional,voo de Sudeste para Nordeste com 1 operação em jan/2026,1.4427
SBKP,SSKW,interregional,voo de Sudeste para Norte com 8 operações em jan/2026,0.4551
SBLE,SBCF,interregional,voo de Nordeste para Sudeste com 1 operação em jan/2026,1.4427
SBLE,SBSV,intrarregional,voo dentro da região Nordeste com 8 operações em jan/2026,0.4551
SBLO,SBCA,intrarregional,voo dentro da região Sul com 1 operação em jan/2026,1.4427
SBLO,SBCT,intrarregional,voo dentro da região Sul com 30 operações em jan/2026,0.2912
SBLO,SBGR,interregional,voo de Sul para Sudeste com 79 operações em jan/2026,0.2282
SBLO,SBKP,interregional,voo de Sul para Sudeste com 52 operações em jan/2026,0.2519
SBLO,SBMO,interregional,voo de Sul para Nordeste com 4 operações em jan/2026,0.6213
SBLO,SBNF,intrarregional,voo dentro da região Sul com 1 operação em jan/2026,1.4427
SBLO,SBSP,interregional,voo de Sul para Sudeste com 58 operações em jan/2026,0.2452
SBMA,SBBE,intrarregional,voo dentro da região Norte com 45 operações em jan/2026,0.2612
SBMA,SBBR,interregional,voo de Norte para Centro-Oeste com 63 operações em jan/2026,0.2404
SBMA,SBCF,interregional,voo de Norte para Sudeste com 18 operações em jan/2026,0.3396
SBMD,SNMZ,intrarregional,voo dentro da região Norte com 8 operações em jan/2026,0.4551
SBMG,SBCT,intrarregional,voo dentro da região Sul com 47 operações em jan/2026,0.2583
SBMG,SBGL,interregional,voo de Sul para Sudeste com 1 operação em jan/2026,1.4427
SBMG,SBGR,interregional,voo de Sul para Sudeste com 109 operações em jan/2026,0.2127
SBMG,SBKP,interregional,voo de Sul para Sudeste com 74 operações em jan/2026,0.2316
SBMG,SBSP,interregional,voo de Sul para Sudeste com 67 operações em jan/2026,0.237
SBMK,SBBR,interregional,voo de Sudeste para Centro-Oeste com 1 operação em jan/2026,1.4427
SBMK,SBCF,intrarregional,voo dentro da região Sudeste com 89 operações em jan/2026,0.2222
SBMK,SBGR,intrarregional,voo dentro da região Sudeste com 31 operações em jan/2026,0.2885
SBMK,SBSP,intrarregional,voo dentro da região Sudeste com 26 operações em jan/2026,0.3034
SBML,SBAE,intrarregional,voo dentro da região Sudeste com 1 operação em jan/2026,1.4427
SBML,SBKP,intrarregional,voo dentro da região Sudeste com 25 operações em jan/2026,0.3069
SBMO,SBAE,interregional,voo de Nordeste para Sudeste com 9 operações em jan/2026,0.4343
SBMO,SBBR,interregional,voo de Nordeste para Centro-Oeste com 123 operações em jan/2026,0.2075
SBMO,SBCA,interregional,voo de Nordeste para Sul com 9 operações em jan/2026,0.4343
SBMO,SBCF,interregional,voo de Nordeste para Sudeste com 92 operações em jan/2026,0.2206
SBMO,SBCT,interregional,voo de Nordeste para Sul com 5 operações em jan/2026,0.5581
SBMO,SBDN,interregional,voo de Nordeste para Sudeste com 9 operações em jan/2026,0.4343
SBMO,SBGL,interregional,voo de Nordeste para Sudeste com 106 operações em jan/2026,0.214
SBMO,SBGO,interregional,voo de Nordeste para Centro-Oeste com 17 operações em jan/2026,0.346
SBMO,SBGR,interregional,voo de Nordeste para Sudeste com 311 operações em jan/2026,0.1741
SBMO,SBKP,interregional,voo de Nordeste para Sudeste com 76 operações em jan/2026,0.2302
SBMO,SBLO,interregional,voo de Nordeste para Sul com 4 operações em jan/2026,0.6213
SBMO,SBPL,intrarregional,voo dentro da região Nordeste com 1 operação em jan/2026,1.4427
SBMO,SBRF,intrarregional,voo dentro da região Nordeste com 66 operações em jan/2026,0.2378
SBMO,SBRP,interregional,voo de Nordeste para Sudeste com 14 operações em jan/2026,0.3693
SBMO,SBSP,interregional,voo de Nordeste para Sudeste com 167 operações em jan/2026,0.1952
SBMO,SBSR,interregional,voo de Nordeste para Sudeste com 22 operações em jan/2026,0.3189
SBMO,SBSV,intrarregional,voo dentro da região Nordeste com 35 operações em jan/2026,0.2791
SBMO,SBUL,interregional,voo de Nordeste para Sudeste com 18 operações em jan/2026,0.3396
SBMQ,SBBE,intrarregional,voo dentro da região Norte com 122 operações em jan/2026,0.2078
SBMQ,SBBR,interregional,voo de Norte para Centro-Oeste com 31 operações em jan/2026,0.2885
SBMQ,SBCF,interregional,voo de Norte para Sudeste com 1 operação em jan/2026,1.4427
SBMQ,SBCJ,intrarregional,voo dentro da região Norte com 1 operação em jan/2026,1.4427
SBMQ,SBGL,interregional,voo de Norte para Sudeste com 1 operação em jan/2026,1.4427
SBMQ,SBGR,interregional,voo de Norte para Sudeste com 17 operações em jan/2026,0.346
SBMY,SBEG,intrarregional,voo dentro da região Norte com 18 operações em jan/2026,0.3396
SBMY,SWYN,intrarregional,voo dentro da região Norte com 1 operação em jan/2026,1.4427
SBNF,SBCF,interregional,voo de Sul para Sudeste com 8 operações em jan/2026,0.4551
SBNF,SBGL,interregional,voo de Sul para Sudeste com 107 operações em jan/2026,0.2136
SBNF,SBGR,interregional,voo de Sul para Sudeste com 192 operações em jan/2026,0.19
SBNF,SBKP,interregional,voo de Sul para Sudeste com 132 operações em jan/2026,0.2045
SBNF,SBLO,intrarregional,voo dentro da região Sul com 1 operação em jan/2026,1.4427
SBNF,SBRP,interregional,voo de Sul para Sudeste com 1 operação em jan/2026,1.4427
SBNF,SBSP,interregional,voo de Sul para Sudeste com 328 operações em jan/2026,0.1725
SBNM,SBPA,intrarregional,voo dentro da região Sul com 17 operações em jan/2026,0.346
SBNM,SBSP,interregional,voo de Sul para Sudeste com 13 operações em jan/2026,0.3789
SBOI,SBBE,intrarregional,voo dentro da região Norte com 39 operações em jan/2026,0.2711
SBPA,SBBR,interregional,voo de Sul para Centro-Oeste com 153 operações em jan/2026,0.1985
SBPA,SBCF,interregional,voo de Sul para Sudeste com 139 operações em jan/2026,0.2024
SBPA,SBCT,intrarregional,voo dentro da região Sul com 159 operações em jan/2026,0.197
SBPA,SBFL,intrarregional,voo dentro da região Sul com 32 operações em jan/2026,0.286
SBPA,SBGL,interregional,voo de Sul para Sudeste com 368 operações em jan/2026,0.1692
SBPA,SBGR,interregional,voo de Sul para Sudeste com 504 operações em jan/2026,0.1607
SBPA,SBKP,interregional,voo de Sul para Sudeste com 183 operações em jan/2026,0.1918
SBPA,SBNM,intrarregional,voo dentro da região Sul com 17 operações em jan/2026,0.346
SBPA,SBPK,intrarregional,voo dentro da região Sul com 13 operações em jan/2026,0.3789
SBPA,SBRF,interregional,voo de Sul para Nordeste com 57 operações em jan/2026,0.2463
SBPA,SBSM,intrarregional,voo dentro da região Sul com 13 operações em jan/2026,0.3789
SBPA,SBSP,interregional,voo de Sul para Sudeste com 628 operações em jan/2026,0.1552
SBPA,SBSV,interregional,voo de Sul para Nordeste com 19 operações em jan/2026,0.3338
SBPA,SBUG,intrarregional,voo dentro da região Sul com 17 operações em jan/2026,0.346
SBPA,SBVT,interregional,voo de Sul para Sudeste com 1 operação em jan/2026,1.4427
SBPB,SBFZ,intrarregional,voo dentro da região Nordeste com 12 operações em jan/2026,0.3899
SBPF,SBGR,interregional,voo de Sul para Sudeste com 45 operações em jan/2026,0.2612
SBPF,SBKP,interregional,voo de Sul para Sudeste com 30 operações em jan/2026,0.2912
SBPJ,SBBR,interregional,voo de Norte para Centro-Oeste com 66 operações em jan/2026,0.2378
SBPJ,SBCF,interregional,voo de Norte para Sudeste com 14 operações em jan/2026,0.3693
SBPJ,SBGO,interregional,voo de Norte para Centro-Oeste com 30 operações em jan/2026,0.2912
SBPJ,SBGR,interregional,voo de Norte para Sudeste com 92 operações em jan/2026,0.2206
SBPJ,SBKP,interregional,voo de Norte para Sudeste com 31 operações em jan/2026,0.2885
SBPJ,SBMA,intrarregional,voo dentro da região Norte com 1 operação em jan/2026,1.4427
SBPJ,SWGN,intrarregional,voo dentro da região Norte com 13 operações em jan/2026,0.3789
SBPK,SBGR,interregional,voo de Sul para Sudeste com 14 operações em jan/2026,0.3693
SBPK,SBPA,intrarregional,voo dentro da região Sul com 13 operações em jan/2026,0.3789
SBPK,SBSP,interregional,voo de Sul para Sudeste com 13 operações em jan/2026,0.3789
SBPL,SBGR,interregional,voo de Nordeste para Sudeste com 114 operações em jan/2026,0.2108
